worker_id,efficiency,skill_0,skill_1,skill_2,skill_3,skill_4
62,1.0260944425924756,0,1,1,0,0
63,1.1059995429664102,0,0,1,1,0
64,1.0538873280002363,0,0,0,1,1
65,1.0214317602631984,1,1,1,1,0
66,1.0236828642981655,1,1,1,0,1
67,0.9215800392250448,0,0,1,1,0
68,0.8123271338271758,0,0,0,1,1
69,0.974686955692945,0,1,0,0,1
70,0.8858338691278117,1,1,1,0,1
71,0.9634114574898545,1,1,0,1,1
72,1.1413612293072664,1,1,1,0,0
73,0.8935757943461363,0,0,1,1,0
74,0.8233210966756265,1,0,0,1,1
75,0.9125535568087987,1,1,0,0,1
76,0.9174375031066735,1,1,1,1,0
77,1.0647666058907581,1,0,1,1,0
78,1.0228128609365112,0,1,0,1,0
79,1.1135592836425654,0,0,1,0,1
80,1.065725416130955,1,0,0,0,1
81,0.9625547445760282,0,1,0,1,0
82,1.1256081538664138,1,1,1,0,0
83,0.8667891679630816,0,0,1,1,1
84,0.8090848292535442,1,1,1,0,1
85,0.8360191443102567,1,0,0,0,1
86,1.0889437402385802,1,1,0,1,0
87,0.984750892100555,0,1,1,1,0
88,0.8645087116134408,0,0,1,1,1
89,1.0004179100413455,0,1,0,1,1
90,0.8609248410852675,1,0,1,0,1
91,1.0785281500310944,1,1,0,0,0
92,0.9784625102296123,1,0,1,0,0
93,0.952408490438593,0,1,1,1,1
94,0.9206048356591506,0,0,0,1,1
95,1.0521130372475553,1,1,0,1,1
96,0.9447250442213562,1,1,0,0,0
97,0.8350599677264404,1,0,1,0,0
98,0.8472023608482062,0,1,1,1,1
99,1.1847590658198057,0,0,1,0,1
100,1.163432276283043,1,1,0,1,1
101,1.0798828535242997,0,1,1,1,0
102,0.9063479845838078,1,0,1,0,1
103,1.1876705509390895,1,1,1,1,0
104,1.1115003615863177,0,0,1,1,1
105,1.0867560756635983,1,1,0,1,1
106,0.9797446008575155,1,1,0,0,0
107,0.9088966247380637,1,1,1,0,0
108,0.8385563848613997,1,0,1,1,1
109,1.1610409586175368,0,1,0,1,1
110,0.9823105159334444,1,0,1,1,0
111,0.8809453459180921,0,1,0,1,1
112,0.922382649660261,1,1,1,0,1
113,1.0316878275767585,1,0,1,1,1
114,0.8707091131756928,0,1,0,0,1
115,1.1426457136369501,1,0,1,1,1
116,1.103407811934084,1,1,1,1,0
117,1.0877851823803746,0,1,1,1,1
118,0.9728372159100415,1,1,0,1,0
119,1.0509235362809772,1,1,1,0,1
120,1.0336391875650943,1,0,0,1,0
121,1.059938640621928,0,1,0,0,1
122,0.8337777284559557,0,0,1,0,1
123,0.9663229608682439,1,1,1,1,0
124,0.816645669544757,0,0,1,0,1
125,0.9975963276978076,1,1,1,1,0
126,0.9319444849331141,1,1,0,1,0
127,0.8578096755464188,1,0,1,0,1
128,0.8413611870890207,0,1,1,1,0
129,1.0350578288710848,0,1,1,1,1
130,0.8682371874147545,1,1,0,1,1
131,1.1700480473507189,0,1,0,0,1
132,1.032424455880158,1,0,1,0,0
133,0.9387479218139348,1,0,1,1,1
134,1.0363661965925668,0,0,1,1,1
135,0.809121548411879,1,0,0,1,0
136,1.183423685296578,0,1,0,0,1
137,0.9929213747771601,1,0,1,0,0
138,1.1130940909001144,0,1,1,1,0
139,0.8330919999689754,1,0,0,0,1
140,0.9946633323352642,1,0,0,0,1
141,0.9962827977418084,0,1,0,1,0
142,1.175130581989993,1,1,1,0,0
143,1.0286912209504302,0,0,1,1,1
144,0.9893957604227815,1,1,0,1,1
145,0.9067902652367574,1,0,1,0,1
146,0.9326275989370209,1,1,0,1,0
147,1.008268960988615,0,1,1,1,1
148,0.9755645841220186,0,1,1,1,0
149,0.8086448319521322,1,1,1,0,1
150,1.1305167696777432,1,1,0,1,1
151,1.1584643087359066,1,1,0,0,1
152,0.8560996355994444,0,1,1,1,1
153,1.0216144574156198,1,0,1,1,1
154,0.8434302964541774,0,1,1,1,1
155,1.0688960372159246,1,1,1,1,0
156,0.9124935135356034,1,1,0,0,1
157,1.0637690538767606,1,0,1,1,1
158,1.0907978457147531,1,1,1,1,0
159,1.1074589967670627,0,0,0,1,1
160,0.8430963783823586,1,0,1,1,1
161,1.166404738055043,1,1,1,0,0
162,0.8920855963579524,1,1,1,0,1
163,0.814965022470472,0,1,1,1,0
164,1.0219409877565933,0,0,0,1,1
165,0.9483689135449755,1,0,1,0,0
166,1.1319158972529653,1,1,0,0,0
167,1.1233005888257206,0,1,1,0,0
168,0.9268555571290862,0,1,0,1,1
169,1.1811597580278979,0,0,1,1,1
170,0.9163671352560475,1,0,0,1,1
171,1.006022851692686,1,1,0,0,0
172,0.9023860362270412,0,0,1,0,1
173,1.1744174280195854,1,0,0,1,0
174,0.8658431270328073,0,1,1,1,1
175,0.8179642477569317,1,1,1,0,1
176,0.9740388240012152,0,1,0,1,0
177,1.1969502256223348,1,0,1,1,1
178,1.1566709065019656,1,1,1,1,0
179,1.0994432077827796,1,0,1,0,1
180,1.15631699635141,1,1,0,1,1
181,1.1573786558791452,1,1,0,0,1
182,1.0075433441545796,0,1,1,1,1
183,0.9263716207323172,1,0,1,1,0
184,1.1088049728443952,0,1,0,0,1
185,1.0646645052671044,1,0,0,1,0
186,0.949463091549484,1,1,1,0,1
187,0.8377866672246062,0,0,1,1,0
188,1.0987158445396104,0,1,1,1,0
189,0.9049842063691459,1,1,0,0,1
190,1.1747252602135116,1,0,1,1,0
191,0.896388230002274,1,1,1,0,1
192,0.8491031729645945,0,0,1,1,1
193,1.1324450688499623,0,1,1,1,0
194,0.8613137266497977,0,1,0,0,1
195,0.8717073232630956,1,0,0,1,1
196,1.0397531166083374,1,1,0,0,1
197,1.1498248163349858,1,1,1,1,0
198,0.8785738662858293,0,0,1,1,0
199,0.9241294691600379,1,1,0,0,1
200,1.110961935296471,1,0,1,1,1
201,1.188730570424387,1,1,0,0,0
202,1.0002964744809368,0,0,1,1,1
203,0.8575590010205003,0,0,1,1,0
204,0.8055745150832807,0,1,1,0,1
205,0.8918624119995421,1,0,0,1,1
206,0.8527288871146085,1,1,0,0,0
207,1.0710634694451429,0,1,1,0,0
208,0.8487330018514125,0,1,0,1,1
209,1.0025319726482531,0,0,0,1,1
210,1.0777049742571545,1,0,1,0,0
211,1.032446643688361,1,1,0,0,0
212,0.8799102606640231,0,1,1,0,0
213,1.1216498104729051,1,0,0,1,0
214,1.0861628518463207,0,0,1,1,1
215,1.0955936015662167,1,0,1,0,1
216,0.8524231006229254,0,1,0,0,1
217,0.8495015214601379,1,1,1,1,0
218,1.171025020402603,1,0,0,1,1
219,0.9590312775299763,0,0,1,0,1
220,0.9203794767123759,1,1,1,1,0
221,0.9954336181406134,0,1,0,0,1
222,1.065145685105433,1,1,1,1,0
223,1.182249302818788,1,0,1,1,1
224,0.914578490752822,0,1,1,1,1
225,1.1699233717248108,1,1,0,1,1
226,0.8099437965545025,1,1,0,0,0
227,1.0220792169307298,1,0,1,1,0
228,1.053590044672434,0,0,1,1,1
229,0.8423589615003013,1,1,1,0,1
230,0.8561358388255651,1,1,0,1,1
231,0.9676457277265216,0,1,0,1,1
232,1.1864927648572725,1,1,1,1,0
233,1.0384170212937491,0,0,1,1,0
234,1.1732092886400844,1,0,1,0,1
235,1.1217443662451883,1,1,1,0,1
236,0.9869526406221166,1,1,0,1,0
237,1.1139053797008749,0,1,1,0,1
238,0.8071347135907951,0,1,1,1,0
239,0.843657598706294,1,1,0,1,1
240,1.1317714459530945,1,0,0,0,1
241,1.1187268353300648,1,1,1,0,1
242,0.8930562967865735,0,1,1,1,1
243,1.0123078362396214,1,0,1,1,0
244,1.0424063282800042,0,1,0,1,1
245,1.1470955815104045,1,0,1,1,1
246,1.0412428629354902,1,1,0,1,0
247,0.9650286277094722,1,1,1,0,1
248,0.949673617362873,0,1,1,1,1
249,0.9703528345494039,1,0,1,0,1
250,1.0607724102319898,1,1,1,1,0
251,1.1469962527009299,1,1,0,1,1
252,0.9815587528305199,0,0,1,0,1
253,0.8991358251805432,0,1,1,1,0
254,0.8946649451990325,1,0,0,0,1
255,1.0984057120973785,1,0,1,1,0
256,1.126627505369564,0,1,0,1,0
257,0.84211123194165,0,0,1,0,1
258,0.8266235427820713,1,1,1,1,0
259,1.0377734655025808,0,0,0,1,1
260,0.8584692976770794,1,1,0,0,1
261,1.1298656761825365,1,1,0,0,0
262,0.9241338695696297,0,1,1,1,1
263,0.8575487731884571,1,0,1,1,0
264,1.16838818899498,0,0,1,0,1
265,0.8662126890941113,1,1,0,1,0
266,0.9138880329351743,1,1,0,0,1
267,0.8614453580768235,1,1,1,1,0
268,0.846196025466142,1,0,1,1,1
269,0.808459206534576,0,0,0,1,1
270,0.822158163665704,1,1,0,0,1
271,0.8698565883743411,0,1,1,1,1
272,0.8213527730508702,1,1,1,0,0
273,1.0364575264443885,1,0,1,1,1
274,1.0722858107198026,0,0,0,1,1
275,0.9574521827328113,1,0,1,0,0
276,0.9271964387808198,1,1,1,1,0
277,1.001810494808892,0,1,1,0,0
278,1.1500019768938434,0,1,0,1,0
279,1.1404526507288824,0,0,1,1,1
280,0.8173900248051168,1,1,1,0,1
281,0.8725993638386097,0,1,0,0,1
282,0.8946979484417584,1,0,1,1,1
283,0.8997550303328847,1,0,0,1,0
284,1.028493060697109,0,1,1,0,1
285,0.9665049702812769,1,0,0,0,1
286,0.8197016479710376,1,1,0,0,0
287,0.9494456553838286,0,1,1,1,0
288,1.009501179487055,0,1,0,1,0
289,0.8406687611614865,0,0,1,1,1
290,1.133383421515424,1,0,1,0,1
291,0.8207847465860417,1,1,0,1,1
292,1.1699367476072249,1,1,1,1,0
293,0.8396452566319502,1,0,1,1,1
294,1.137429980639101,1,1,1,0,1
295,1.1610612575710468,1,0,0,0,1
296,1.1918282722346372,0,1,1,1,1
297,1.1208103521094375,1,1,1,1,0
298,1.1117910163085316,1,1,1,1,0
299,1.056993310398219,1,1,0,1,1
300,1.1115985418312515,1,0,1,0,1
301,0.8538208833652589,0,1,0,1,1
302,1.014427214379055,0,1,1,0,0
303,1.0056891480761658,0,1,0,1,1
304,1.143028857649023,1,0,1,1,1
305,0.9851197462374064,1,0,0,1,0
306,0.9540357984401414,1,1,1,0,0
307,1.055825308494844,0,1,1,0,1
308,0.9065853270003384,1,1,0,1,0
309,0.8559073643815828,0,1,1,1,1
310,0.9911509096094984,1,0,0,0,1
311,0.966755747437954,0,1,1,1,0
312,0.8930279762115495,1,0,1,0,1
313,0.9470047240460512,0,1,0,1,0
314,0.9465569799304989,1,0,1,1,1
315,0.9309982257650182,1,1,1,0,1
316,0.9517856318907716,0,1,0,1,0
317,1.0742973381823782,1,0,1,0,0
318,0.9187505898285141,0,0,1,1,1
319,1.1795431706861361,1,1,0,1,1
320,1.1665392078152712,1,0,1,0,1
321,0.9923641713200314,1,1,0,1,1
322,0.9313444820018755,1,1,1,0,1
323,1.0141739159320013,0,1,1,1,0
324,1.1394241955094497,0,0,0,1,1
325,1.0610349362240408,1,0,1,1,1
326,1.121756731178831,1,1,0,0,0
327,1.0130889104262961,0,1,1,1,1
328,1.0531670517070482,1,1,1,1,0
329,0.9152622456729848,0,1,0,1,1
330,1.0939572649241163,1,0,0,0,1
331,0.8809618372502874,0,1,1,0,0
332,1.0779192515273992,1,0,1,0,0
333,1.1442876273303577,0,1,1,1,1
334,0.8528411349206176,1,0,0,1,1
335,1.045751896216768,1,0,1,0,0
336,0.8380382992919739,1,1,0,1,1
337,1.0902862513085707,0,1,1,0,1
338,0.8337972875294082,1,1,0,1,0
339,1.1743759290802505,0,0,1,1,1
340,0.854963172015121,1,0,1,1,0
341,1.183552098363632,1,1,0,1,1
342,1.1203536704340387,1,1,1,0,1
343,1.0374728017865416,1,1,1,1,0
344,1.1130496418518188,0,1,1,1,1
345,1.1180459355932344,1,1,1,0,1
346,1.178410825126932,1,1,0,1,1
347,0.9013533415356749,0,0,1,1,0
348,1.0360303581433237,1,0,0,1,0
349,0.8380196790257606,0,1,1,0,1
350,1.0464662800096485,1,0,1,0,1
351,0.8685165216371156,1,1,0,0,0
352,1.0259802445889767,0,1,1,1,1
353,1.02897220561354,1,0,0,1,0
354,0.986394061192491,0,1,1,1,1
355,1.0090527102052491,1,1,0,1,1
356,1.1055693560026352,1,1,1,0,1
357,1.1196978866048266,1,0,1,1,1
358,0.9968612862301717,0,1,1,1,1
359,1.039837376609045,0,0,1,1,1
360,1.1724944942760407,1,1,0,1,0
361,0.8478934354004491,1,1,0,0,1
362,0.8468414263600442,1,1,1,0,0
363,0.8350836047643074,0,0,1,1,1
364,1.063145314016211,1,0,1,0,1
365,0.9674433203161518,1,1,1,1,0
366,1.1097285664567373,1,1,0,1,1
367,1.068492565323437,0,1,1,0,1
368,0.9334551033312952,1,1,0,1,0
369,1.1593466189446142,1,0,1,1,1
370,1.1050128588282608,1,1,0,1,1
371,0.9082139763640703,0,1,1,0,0
372,0.9456768071088216,1,1,1,0,1
373,0.9257759920817051,1,0,1,1,0
374,0.8630446594499999,0,0,0,1,1
375,0.8591133490168767,1,0,1,1,1
376,1.1744509853502976,0,1,0,1,0
377,0.9751616148795013,0,1,1,0,1
378,0.953327929110964,0,1,0,1,0
379,1.0918742834709512,1,0,0,0,1
380,1.02119722610116,1,0,1,0,0
381,1.1744559947353848,1,1,0,1,1
382,1.112120597563757,0,1,1,0,0
383,0.9917478256498161,0,1,1,1,1
384,0.9505437893923305,1,0,1,1,1
385,1.1946526179697288,1,1,1,1,0
386,1.0871040944014574,1,1,0,0,1
387,1.1804778640015363,1,1,1,0,1
388,0.8473914308868166,0,1,1,1,1
389,1.140213471676313,1,0,1,1,1
390,1.0548295535964831,1,0,0,1,0
391,0.8487686713340451,1,1,0,0,1
392,1.0353031999876883,0,1,1,0,0
393,1.0744385460421795,0,1,1,1,1
394,0.8049210743554411,1,0,0,1,1
395,0.9817271847366986,1,0,1,1,0
396,1.1301598044785284,1,1,1,0,1
397,0.918143610137636,0,1,1,1,1
398,0.9834192327194204,1,0,1,1,0
399,0.9769256508271573,0,0,0,1,1
400,0.9207709565769966,1,1,1,0,1
401,1.1673767582062218,1,1,0,1,0
402,1.1125176141726063,0,1,1,0,1
403,0.8442353643984443,0,0,1,1,0
404,1.1988138631350291,1,1,0,1,1
405,1.1516800097230981,1,1,1,0,0
406,0.9135633751456156,1,1,0,1,1
407,1.1347586318643752,1,1,1,0,1
408,0.8425678127485532,0,0,1,1,0
409,1.1996418921896954,1,0,0,1,1
410,1.0662738944426147,1,1,1,1,0
411,1.0600500062235187,1,1,1,0,1
412,0.8361762907936532,0,1,1,0,1
413,1.15881335955865,0,1,0,1,0
414,0.8115998012817878,1,0,0,1,1
415,0.8963312232164589,1,0,1,1,1
416,0.8572087500666541,0,1,1,0,1
417,1.1107071762768874,1,1,1,1,0
418,0.8792816908851592,1,1,0,1,1
419,1.164255290852354,1,0,1,1,1
420,1.062507615730996,1,0,0,0,1
421,0.8144650841978786,0,1,1,1,0
422,0.8021719336514802,1,1,1,0,0
423,0.8206631668057596,0,0,1,1,0
424,1.042370071059091,1,1,0,1,1
425,1.1205927243437661,1,0,1,0,1
426,0.8954211282509554,0,1,1,1,1
427,1.1397635371692292,0,1,1,0,0
428,0.8228927760613042,1,1,0,1,1
429,1.1203855414566704,0,1,0,1,1
430,1.1711181720689121,1,0,0,1,1
431,1.1088433596417522,1,1,1,0,0
432,1.0792483135914548,0,0,1,1,1
433,1.1351920874621533,1,1,0,1,0
434,0.8160605198188267,1,1,1,0,1
435,0.8807128442876222,1,0,1,0,0
436,0.8499694717222572,0,1,0,1,1
437,1.0018123960771945,1,0,1,0,0
438,1.0980752513315377,0,1,1,1,1
439,1.0520047378305595,0,0,1,1,1
440,1.140452439904774,1,1,0,0,1
441,0.8620851969764364,1,1,0,1,0
442,1.0938484367740646,0,1,1,0,0
443,0.8772165963475617,0,0,0,1,1
444,0.9083035005271202,1,0,1,0,1
445,1.0839618789125216,1,1,0,1,0
446,1.1920819139594727,0,1,1,1,0
447,1.0446174423908279,1,1,1,0,1
448,0.8218001259965183,0,0,1,1,0
449,1.046523587971013,1,0,1,1,1
450,0.8169402206320668,1,0,0,0,1
451,1.153658284546727,0,1,0,0,1
452,1.0838313140402482,1,1,1,1,0
453,0.8692511385690014,1,1,1,1,0
454,0.8366884023296792,0,1,0,1,1
455,0.8734132915521277,1,0,0,1,1
456,1.1920108718216769,0,1,1,0,1
457,0.983424256983396,1,1,1,1,0
458,1.1136323793365632,0,0,0,1,1
459,1.0545633368431107,1,0,0,0,1
460,1.028965259983455,1,0,1,0,1
461,0.8580521018660199,0,1,1,1,0
462,1.178409781423238,1,1,1,0,0
463,0.9205370530058872,1,0,1,1,1
464,1.0312068863230168,0,0,0,1,1
465,1.0799103778356265,1,1,0,1,1
466,1.0596932620981234,1,1,0,0,0
467,1.1762377638782073,1,1,1,0,0
468,0.8593755959680233,0,0,1,1,0
469,1.003341095378777,0,1,0,0,1
470,0.9616137562963064,1,0,0,1,1
471,0.9896674917930472,0,1,1,0,0
472,0.8476870104790979,1,0,1,0,1
473,0.8536378439491061,0,0,1,1,0
474,0.911230218312503,1,1,0,1,1
475,0.9218818415043325,1,1,0,1,0
476,0.97116128547254,0,1,0,0,1
477,1.0443950188146514,0,0,1,1,0
478,1.0538516469673052,0,1,1,1,1
479,0.9647243586342281,1,1,1,0,1
480,0.9635132437714788,1,0,1,0,1
481,0.8870514106787848,0,1,0,1,0
482,1.0353224993636032,1,1,1,0,1
483,0.9268163645268952,1,0,0,1,0
484,0.8144239337109456,0,0,1,1,1
485,0.9673600176627442,1,0,0,1,1
486,0.9896530700360682,1,1,1,0,0
487,0.8902371472816845,0,1,1,0,0
488,1.0289831732488464,1,1,0,1,1
489,1.0263087601727683,0,0,1,1,1
490,1.0808008724441485,1,1,0,0,0
491,1.059179392880484,0,1,0,1,0
492,1.0609732226084125,1,0,1,0,0
493,0.9264856607296172,1,0,1,1,1
494,1.1149728887943815,0,1,1,1,1
495,1.0196577534398719,1,0,1,1,1
496,0.9725672780719561,0,1,0,0,1
497,1.0504049923764227,0,1,1,0,0
498,0.9442629337801017,1,0,1,1,0
499,1.0050956978427033,1,1,0,1,1
500,1.0946822753928882,1,0,1,0,1
501,1.1545611546894832,1,1,0,0,0
502,1.1684228789180766,0,1,1,1,0
503,1.0014531700732396,0,1,1,1,1
504,1.0081100458962275,1,0,0,1,1
505,1.1199481643055345,1,0,1,1,1
506,0.9257802766976805,1,1,0,1,1
507,1.1349529449380273,0,1,1,0,0
508,0.9976566586069694,1,1,0,1,1
509,0.8463426897341074,0,0,1,0,1
510,0.8288236588291775,1,1,1,0,1
511,1.1367972844157852,1,1,0,1,0
512,0.8222271667627512,0,1,1,0,1
513,0.9122445744534624,1,1,1,1,0
514,0.9336520162006183,0,0,1,1,1
515,0.8691977780766376,1,0,0,1,1
516,0.9255573479207957,1,1,0,0,1
517,1.0970770266900343,1,1,1,1,0
518,0.8058731374240283,1,1,1,1,0
519,1.1308693698082746,0,0,1,1,1
520,1.1426192094298233,1,0,0,0,1
521,0.9489046292766192,0,1,1,1,1
522,0.8614451596242539,0,1,1,0,0
523,1.0403361631780323,1,1,0,1,0
524,0.8478690223459577,1,0,1,0,1
525,0.945967744431301,1,0,0,1,0
526,1.1833716723603889,0,1,0,0,1
527,1.1981857890334549,1,0,1,0,1
528,1.1088419565418342,1,1,1,1,0
529,0.9243846039683065,0,1,1,1,1
530,1.075066019666437,1,0,0,1,0
531,1.082162546193605,1,1,0,1,1
532,0.9551366780654599,0,1,1,0,1
533,1.0563554538344637,0,1,1,1,1
534,0.8042910579902706,0,0,0,1,1
535,0.8836230634408966,1,0,1,0,0
536,1.0100353211869044,1,1,0,1,0
537,0.8655005217033184,1,1,1,0,1
538,0.8663627471506135,0,0,1,1,1
539,1.1345217162200951,1,1,0,1,1
540,1.1956532010734422,1,1,1,1,0
541,1.0223877712113794,1,1,1,0,1
542,1.1356278923526855,1,1,1,1,0
543,1.196128665730509,0,0,0,1,1
544,0.8566383554275099,0,1,1,0,1
545,0.9792982453017405,1,0,1,0,0
546,0.957029086336768,1,1,0,1,0
547,0.832019713458474,0,1,1,0,1
548,1.1021320691178977,1,0,1,1,1
549,0.9735116109290372,0,0,0,1,1
550,0.9877307736761605,1,1,0,0,0
551,0.8602691895252961,1,1,0,0,1
552,0.8723706608923473,1,1,1,1,0
553,1.162841448862486,0,0,1,1,0
554,0.8178596355897116,0,0,1,1,1
555,0.8931409139774825,1,1,0,0,1
556,0.9168237321258114,0,1,0,1,0
557,0.9960790169606346,1,0,1,0,0
558,1.0345780692059183,0,1,1,1,1
559,0.9973159903402666,0,0,1,0,1
560,0.8336461338227529,1,0,0,1,0
561,0.8974669816222854,0,1,0,0,1
562,1.1374353539050164,1,1,1,1,0
563,1.0550354801913837,1,0,0,1,1
564,1.0596596200537096,1,0,1,1,1
565,1.068081302140542,1,1,1,0,0
566,1.1051612076158115,1,1,0,1,1
567,0.8232433926885789,0,1,1,0,0
568,0.946643353973045,1,0,1,1,1
569,1.0158109741046715,0,1,1,0,1
570,0.9353825933189304,1,0,1,1,1
571,1.1377915493148745,1,1,0,1,1
572,0.9930290034349176,0,1,1,0,1
573,1.1074510357837517,1,1,1,1,0
574,1.1408062067524676,0,0,0,1,1
575,1.0019165931613991,1,0,0,1,1
576,1.16382089754854,0,1,1,0,0
577,1.0348495762147922,1,1,1,1,0
578,1.1401097195334886,0,0,0,1,1
579,0.9362363182366097,0,1,0,0,1
580,0.999526783412594,1,0,1,0,0
581,1.012564416401831,1,1,0,0,0
582,0.8419918863584283,0,0,1,1,1
583,0.9594210026806163,0,1,1,1,0
584,1.1669350690206703,1,0,0,1,1
585,1.0523328961458969,1,0,1,0,0
586,0.8710026329747871,1,1,0,0,1
587,0.935542254243842,0,1,1,1,0
588,0.8766412038650799,0,0,1,1,1
589,0.8099292527194291,1,1,0,0,1
590,1.1709841834016106,1,0,0,0,1
591,0.9792829313027486,1,1,1,1,0
592,0.9230140289683144,0,1,1,0,0
593,1.0393908766230946,0,0,0,1,1
594,0.8029257825172063,0,1,1,1,1
595,0.9112088426403255,1,1,1,0,0
596,1.081213386279557,1,1,0,0,1
597,1.053507909227705,1,0,1,1,0
598,1.192722379017014,0,1,1,1,1
599,1.0481430838632175,0,0,0,1,1
600,0.9910023494510931,1,1,1,0,1
601,1.104573025273603,1,1,0,0,0
602,1.1613311487856213,1,0,1,1,0
603,1.0882783786873407,0,0,0,1,1
604,1.1852844894197518,0,1,0,0,1
605,1.1128020682952708,1,0,1,0,0
606,1.1467205753047707,1,1,0,1,1
607,0.8456416284734549,1,1,1,1,0
608,1.0929654011975152,0,1,1,1,0
609,0.9760354798109474,0,0,0,1,1
610,1.02124152096451,1,0,0,0,1
611,1.0616409637929427,1,1,1,0,0
612,1.1879260466822277,1,0,1,0,0
613,1.19383123257265,0,0,0,1,1
614,0.9152912981951621,0,0,1,0,1
615,1.0935013989751665,1,1,0,1,1
616,1.0999934151741075,0,1,1,1,0
617,0.9385971445252195,0,1,1,0,0
618,0.8495479099456884,1,1,1,1,0
619,0.816378784114288,1,0,0,0,1
620,1.1109372510116713,1,0,0,1,1
621,0.9958798967267624,0,1,0,1,0
622,1.1942160677979703,1,1,1,0,1
623,0.9859893824774613,0,0,1,1,1
624,1.191166791629536,1,1,1,0,1
625,0.964630400877624,1,0,0,1,0
626,1.117472860223989,0,1,1,0,0
627,0.8339277089247329,1,0,1,1,0
628,1.0221846840551057,1,1,0,1,1
629,1.1208239147942898,0,1,1,1,1
630,1.1698806668879556,1,0,0,1,1
631,1.1290332362469726,1,1,1,0,0
632,0.8147882908804698,0,0,1,0,1
633,0.9490809365226937,0,1,1,1,1
634,0.8194793889255405,1,1,0,1,1
635,0.8437129164458232,1,1,1,0,1
636,1.0701222514669937,1,1,1,1,0
637,1.0853032785246792,1,1,1,0,0
638,1.1094882731006506,0,1,0,1,1
639,1.146182619222265,1,0,1,1,1
640,1.095772587390604,1,0,0,0,1
641,1.1203486368426527,0,1,0,1,0
642,0.8195854839293117,1,1,1,0,1
643,0.8938140601765194,1,0,1,1,1
644,1.0487591093500983,0,1,1,1,1
645,1.1432501218499294,1,0,0,1,0
646,0.8018000499758637,0,1,1,1,1
647,1.0058517368465398,1,1,1,0,1
648,1.0709149597457588,1,1,1,1,0
649,0.8118429156514453,0,1,1,1,1
650,0.9605422230213552,1,0,0,1,0
651,1.1582539525534787,0,1,0,0,1
652,1.0686451235423435,1,0,1,1,0
653,0.8950633453442389,0,0,1,1,0
654,1.141112451852765,1,1,0,1,1
655,0.9392125693638057,1,1,1,0,1
656,1.1413378684576236,1,1,0,0,1
657,0.9195774604475622,0,0,1,0,1
658,1.0361281003532596,0,1,0,1,0
659,0.9587760270991337,1,0,1,0,1
660,0.9099300203020269,1,0,0,1,0
661,1.1546230248687477,0,1,0,1,1
662,0.8750374727757966,1,1,1,0,0
663,0.8339246364943053,1,0,1,1,0
664,0.9367707754182641,0,0,1,0,1
665,1.087055659056627,1,1,0,1,1
666,1.1229726423905126,1,1,1,0,0
667,1.199497348026706,0,0,1,1,1
