序号,AO号,类型,专业编码,工种,紧前工序AO号,需求人数,加工时间/h,限定站位,部位容量
118,AJZYB4-0430,2,J,0,,2,2.11,,
119,AJYY00-0440,2,J,0,,2,0.79,,
120,AJZY00-0450,2,J,0,AJZYB3-0420,2,0.92,,
121,AJCP00-0460,2,J,0,,2,1.3,,
122,AJCP00-0470,2,J,0,,2,0.93,,
123,AJCP00-0480,2,J,0,,2,1.4,,
124,AJYYC2-0500,2,J,0,,2,1.13,,
125,AJZYC3-0510,2,J,0,,2,1.16,,
126,AJCPD2-0530,2,J,0,AJCP00-0460,2,2.54,,
127,AJCPD3-0540,2,J,0,AJCP00-0480,2,2.8,,
128,AJCPD4-0550,2,J,0,AJCP00-0480,2,8.2,,
129,AJWC00-0660,2,J,0,,2,1.8,,4
130,AJWC00-0670,2,J,0,,2,0.27,,4
131,A-4,1,,-1,A-2,0,0.0,,
132,DFQJB1-0340,2,F,4,,2,1.31,,
133,DFQJB1-0350,2,F,4,,2,0.82,,
134,DFQJB1-0360,2,F,4,,2,0.78,,
135,DFQJB2-0370,2,F,4,,2,0.57,,
136,DFQJB2-0390,2,F,4,,2,0.68,,
137,DFQJB2-0400,2,F,4,,2,0.56,,
138,DFQJC2-0420,2,F,4,,2,1.08,,
139,DFZY00-0430,2,F,4,,2,1.69,,
140,DFZY00-0440,2,F,4,,2,1.19,,
141,DFYY00-0450,2,F,4,,2,1.09,,
142,DFYY00-0460,2,F,4,,2,1.1,,
143,BMYY00-0030,2,M,0,,2,2.65,,
144,BMYY00-0121,2,M,0,,2,13.24,,
145,DFZY00-3090,2,F,4,,2,0.68,,
146,DFYY00-3110,2,F,4,,2,0.64,,
147,BMYY00-0311,2,M,0,DFYY00-3110,2,0.86,,
148,BMZY00-0400,2,M,0,,2,2.82,,
149,BMZY00-0410,2,M,0,,2,2.85,,
150,BMYY00-0430,2,M,0,,2,1.75,,
151,DMZY00-0760,2,M,0,,2,1.21,,
152,FMQJ00-2540,2,M,0,,2,2.39,,
153,AYQJ00-0130,2,Y,3,,2,45.32,,
154,AYQJ00-0140,2,Y,3,,2,16.32,,
155,A-5,1,,-1,"A-3,A-4",0,0.0,,
156,DFQJA3-0850,2,F,4,,2,0.97,,
157,DFQJA3-0880,2,F,4,,2,1.03,,
158,RFND-N34603-2,2,F,4,DFQJA3-0990,2,0.72,,
159,DFYYA4-1230,2,F,4,RFND-N34603-2,2,4.3,,
160,DFYYA4-1240,2,F,4,"DFQJA3-0880,DFQJA3-1000",2,2.13,,
161,DFQJA3-0970,2,F,4,,2,0.6,,
162,DFQJA3-0980,2,F,4,,2,0.9,,
163,DFQJA3-0990,2,F,4,,2,0.81,,
164,DFQJA3-1000,2,F,4,,2,0.96,,
165,A-6,1,,-1,"A-3,A-4",0,0.0,,
166,AAQX00-0120,2,A,0,,1,1.58,,4
167,AAQS00-0130,2,A,0,,1,10.9,,6
168,AAQX00-0140,2,A,0,,2,7.62,,4
169,AFHS00-0010,2,F,4,,1,2.62,,
170,AFHS00-0020,2,F,4,,1,2.23,,
171,FFHS00-3530,2,F,4,,2,1.4,,
172,AKHD00-0080,2,K,4,,1,8.77,,
173,AKHD00-0090,2,K,4,,1,6.08,,
174,AKHS00-0100,2,K,4,,2,2.22,,
175,AKHS00-0110,2,K,4,,2,3.03,,
176,AKWC00-0120,2,K,4,,2,3.07,,4
177,AWHS00-0060,2,W,1,,1,2.12,,
178,ADHD00-0080,2,D,1,,1,5.07,,
179,AYQQ00-0100,2,Y,3,,1,8.62,,2
180,AYZQ00-0110,2,Y,3,,1,6.63,,
181,AYZQ00-0120,2,Y,3,,1,7.59,,
182,ACWB00-0170,2,C,4,,2,2.35,,
183,ACWC00-0180,2,C,4,ACWB00-0170,1,1.77,,4
184,ACWC00-0190,2,C,4,,1,1.13,,4
185,ACWC00-0200,2,C,4,,1,1.72,,4
186,ABWC00-0130,2,B,2,,1,4.51,,4
187,ABWC00-0140,2,B,2,,1,3.13,,4
188,ABWC00-0160,2,B,2,,1,3.57,,4
189,ABWC00-0180,2,B,2,,1,2.75,,4
190,ABWCB1-0100,2,B,2,,2,0.89,,4
191,ABWCB1-0110,2,B,2,,2,0.91,,4
192,ABWCB2-0190,2,B,2,ABWCB1-0100,2,4.21,,4
193,ABWCB2-0200,2,B,2,ABWCB1-0110,2,4.64,,4
194,ABWCB3-0210,2,B,2,ABWCB2-0190,2,0.84,,4
195,AEHS00-0150,2,E,4,,1,2.74,,
196,DXHS00-0060,2,X,2,,2,1.37,,
197,ENQSA2-0150,2,N,3,,2,1.72,,6
198,ENQSA2-0140,2,N,3,,2,2.53,,6
199,ENQSA2-0120,2,N,3,,2,2.06,,6
200,ENQSA2-0100,2,N,3,,2,1.73,,6
201,ENHSA2-0160,2,N,3,,2,1.78,,
202,ARHS00-0160,2,R,1,,1,3.95,,
203,B,1,,-1,A,0,0.0,,
204,B-1,1,,-1,,0,0.0,,
205,DMZG00-1790,2,M,0,,2,1.53,,
206,DMYG00-2080,2,M,0,,2,0.86,,
207,DMYG00-1760,2,M,0,,2,0.73,,
208,BMYY00-0280,2,M,0,,2,2.25,,
209,BMYY00-0290,2,M,0,,2,2.14,,
210,BMZY00-0240,2,M,0,,2,1.51,,
211,BMYY00-0250,2,M,0,,2,1.65,,
212,B-2,1,,-1,B-1,0,0.0,,
213,CMQQ00-0630,2,M,0,,2,5.94,,2
214,DMZY00-0780,2,M,0,,2,10.85,,
215,DMZY00-0790,2,M,0,,2,17.02,,
216,DMYY00-0800,2,M,0,,2,17.8,,
217,DMYY00-0810,2,M,0,,2,12.77,,
218,B-3,1,,-1,B-2,0,0.0,,
219,DMZG00-1720,2,M,0,,2,27.24,,
220,DMYG00-1730,2,M,0,,2,31.29,,
221,DMYG00-1740,2,M,0,,2,5.79,,
222,FMQQ00-3180,2,M,0,,2,1.01,,2
223,B-4,1,,-1,,0,0.0,,
224,CAQJ00-0200,2,A,0,,2,0.75,,
225,BAHS00-0160,2,A,0,,2,1.25,,
226,BAQX00-0150,2,A,0,,2,1.33,,4
227,BAHS00-0180,2,A,0,,2,1.26,,
228,BAHS00-0190,2,A,0,,2,1.15,,
229,B-5,1,,-1,B-4,0,0.0,,
230,CAHS00-0320,2,A,0,,2,2.04,,
231,CAHS00-0330,2,A,0,,2,1.38,,
232,CAHS00-0350,2,A,0,,2,2.04,,
233,CAHS00-0380,2,A,0,,2,1.35,,
234,CAHS00-0390,2,A,0,,2,2.14,,
235,CAHX00-0410,2,A,0,,2,4.08,,4
236,B-6,1,,-1,B-5,0,0.0,,
237,CAHS00-0640,2,A,0,,2,1.44,,
238,CAHS00-0650,2,A,0,,2,2.24,,
239,CAHX00-0670,2,A,0,,2,2.7,,4
240,B-7,1,,-1,,0,0.0,,
241,CKZY00-0210,2,K,4,,2,7.73,,
242,CKZQ00-0240,2,K,4,,2,8.43,,
243,B-8,1,,-1,B-7,0,0.0,,
244,CKWC00-1390,2,K,4,,2,10.04,,4
245,CKQS00-0250,2,K,4,,2,9.19,,6
246,CKQS00-0260,2,K,4,,2,12.4,,6
247,CKQX00-0270,2,K,4,,2,8.77,,4
248,CKHX00-0280,2,K,4,,2,15.03,,4
249,CKHX00-0290,2,K,4,,2,25.56,,4
250,CKHX00-0310,2,K,4,,2,29.95,,4
251,CKYY00-0350,2,K,4,,2,5.84,,
252,DKQS00-0740,2,K,4,CKQS00-0250,2,8.85,,6
253,DKZQF2-0670,2,K,4,CKQS00-0250,2,2.19,,
254,DKQS00-0460,2,K,4,CKQS00-0250,2,3.69,,6
255,DKQS00-0470,2,K,4,CKQS00-0250,2,4.52,,6
256,DKQS00-1430,2,K,4,CKQS00-0250,2,1.96,,6
257,DKQS00-0430,2,K,4,CKQS00-0250,2,1.78,,6
258,B-9,1,,-1,,0,0.0,,
259,CWQJ00-1690,2,W,1,,2,3.16,,
260,CWQJ00-1700,2,W,1,,2,2.14,,
261,CWQJ00-1810,2,W,1,,2,1.47,,
262,CWQJ00-1820,2,W,1,,2,2.33,,
263,CWQJ00-1900,2,W,1,,2,2.49,,
264,CWQJ00-1910,2,W,1,,2,2.87,,
265,CWQJ00-1920,2,W,1,,2,2.53,,
266,B-10,1,,-1,B-9,0,0.0,,
267,CWHS00-2110,2,W,1,,2,5.27,,
268,CWHX00-2120,2,W,1,,2,5.95,,4
269,CWHS00-2130,2,W,1,,2,9.52,,
270,CWWC00-2150,2,W,1,,2,3.49,,4
271,ABWB00-1790,2,B,2,,1,1.12,,
272,CWQJ00-1710,2,W,1,,2,1.16,,
273,B-11,1,,-1,,0,0.0,,
274,CDQJ00-0410,2,D,1,,2,5.17,,
275,CDQJ00-0420,2,D,1,,2,1.84,,
276,CDQJ00-0430,2,D,1,,2,1.53,,
277,CDHS00-0440,2,D,1,,2,2.09,,
278,B-12,1,,-1,B-11,0,0.0,,
279,CDHS00-0550,2,D,1,,2,3.15,,
280,CDHS00-0560,2,D,1,,2,3.14,,
281,CDHD00-0570,2,D,1,,2,4.19,,
282,CDWC00-0590,2,D,1,,2,3.7,,4
283,CDWC00-0600,2,D,1,,2,2.77,,4
284,CDWC00-0610,2,D,1,,2,3.07,,4
285,CDWC00-0630,2,D,1,,2,4.71,,4
286,CDHX00-0660,2,D,1,,2,4.26,,4
287,CDHD00-0690,2,D,1,,2,3.93,,
288,CDWC00-0700,2,D,1,,2,3.6,,4
289,B-13,1,,-1,,0,0.0,,
290,ABYYC1-0230,2,B,2,,1,8.66,,
291,ABZYC1-0240,2,B,2,,1,4.79,,
292,ABYYC1-0250,2,B,2,,1,10.56,,
293,ABZYC1-0260,2,B,2,,1,7.72,,
294,ABYYD1-0270,2,B,2,,1,7.45,,
295,ABYYD1-0290,2,B,2,,1,8.07,,
296,ABZYD1-0300,2,B,2,,1,10.06,,
297,ABYYC2-0430,2,B,2,,3,1.62,,
298,ABZYC2-0440,2,B,2,,2,1.98,,
299,ABZYC2-0460,2,B,2,,1,2.0,,
300,ABZYE3-0480,2,B,2,,2,1.87,,
301,ABYYE3-0490,2,B,2,,1,1.8,,
302,ABCPG2-0970,2,B,2,,2,8.33,,
303,ABCPG3-1000,2,B,2,ABCPG2-0970,2,2.29,,
304,ABCPH1-1020,2,B,2,,2,2.14,,
305,ABCPH2-1040,2,B,2,ABCPH1-1020,2,1.31,,
306,ABCPH3-1060,2,B,2,ABCPH1-1020,2,0.66,,
307,ABCPH3-1070,2,B,2,,2,0.89,,
308,ABCPH4-1081,2,B,2,ABCPH2-1040,2,2.95,,
309,ABCPH4-1090,2,B,2,,2,2.5,,
310,ABCPH4-1110,2,B,2,ABCPH3-1070,2,3.35,,
311,ABCPH5-1120,2,B,2,"ABCPH3-1060,ABCPH4-1081",2,1.53,,
312,ABCPH5-1130,2,B,2,"ABCPH3-1060,ABCPH4-1090",2,1.84,,
313,ABCPH5-1140,2,B,2,"ABCPH3-1060,ABCPH4-1081",2,3.32,,
314,ABCPH5-1150,2,B,2,"ABCPH3-1060,ABCPH4-1090",2,3.24,,
315,ABCPH5-1160,2,B,2,ABCPH5-1120,2,2.06,,
316,ABZYC3-0520,2,B,2,,2,4.25,,
317,ABYYC3-0530,2,B,2,,2,3.0,,
318,ABYYE4-0550,2,B,2,,2,4.83,,
319,ABZYE4-0560,2,B,2,,2,3.99,,
320,ABYYC4-0590,2,B,2,,2,2.28,,
321,ABYYC4-0610,2,B,2,,2,1.65,,
322,ABZYC4-0620,2,B,2,,2,1.91,,
323,ABYYC5-0630,2,B,2,,2,4.35,,
324,ABZYC5-0640,2,B,2,,2,4.12,,
325,ABYYC5-0650,2,B,2,,2,1.59,,
326,ABZYC5-0660,2,B,2,,2,1.73,,
327,ABZYE5-0680,2,B,2,,2,4.63,,
328,ABZYE5-0700,2,B,2,,2,1.61,,
329,B-14,1,,-1,,0,0.0,,
330,BQQXA1-0190,2,Q,2,,2,1.33,,4
331,BQQSA1-0210,2,Q,2,,2,2.01,,6
332,BQQXA2-0240,2,Q,2,,2,2.43,,4
333,BQZGB1-0250,2,Q,2,,2,2.27,,
334,BQZGB1-0260,2,Q,2,BQZGB1-0250,2,2.27,,
335,B-15,1,,-1,,0,0.0,,
336,BEQX00-0180,2,E,4,,2,14.44,,4
337,BEQX00-0190,2,E,4,,2,3.36,,4
338,BEHS00-0220,2,E,4,,2,3.01,,
339,B-16,1,,-1,,0,0.0,,
340,DEQJ00-0340,2,E,4,,2,1.54,,
341,CEQX00-0380,2,E,4,,2,4.06,,4
342,CEQX00-0390,2,E,4,,2,2.48,,4
343,CEQS00-0391,2,E,4,,2,1.38,,6
344,CEQS00-0392,2,E,4,,2,1.18,,6
345,CEQS00-0393,2,E,4,,2,0.92,,6
346,CEQX00-0400,2,E,4,,2,2.01,,4
347,CEHS00-0420,2,E,4,,2,2.54,,
348,CEHS00-0440,2,E,4,,2,3.4,,
349,CEHS00-0450,2,E,4,,2,2.35,,
350,CEQJE1-0470,2,E,4,,2,1.03,,
351,CEZY00-0500,2,E,4,,2,3.64,,
352,CEQJ00-0525,2,E,4,,1,1.34,,
353,CEZQ00-0530,2,E,4,,2,2.76,,
354,CEHX00-0560,2,E,4,,2,0.49,,4
355,CEZY00-0570,2,E,4,,2,2.22,,
356,CEYY00-0580,2,E,4,,2,2.46,,
357,CEZGE1-0600,2,E,4,,2,2.71,,
358,B-17,1,,-1,B-16,0,0.0,,
359,ABQS00-2130,2,B,2,,2,1.84,,6
360,CEQS00-0630,2,E,4,ABQS00-2130,2,1.45,,6
361,CEQX00-0640,2,E,4,,2,4.21,,4
362,CEQX00-0650,2,E,4,,2,1.23,,4
363,CEHX00-0660,2,E,4,,2,1.99,,4
364,CEHS00-0670,2,E,4,,2,3.53,,
365,CEHS00-0680,2,E,4,,2,1.93,,
366,CEHS00-0690,2,E,4,,2,1.82,,
367,CEWC00-0710,2,E,4,,2,2.11,,4
368,CEQJ00-0720,2,E,4,,2,1.41,,
369,CEHS00-0750,2,E,4,,2,2.84,,
370,CEZG00-0760,2,E,4,,2,3.33,,
371,CEZQ00-0770,2,E,4,,2,2.86,,
372,CEWB00-0780,2,E,4,,2,1.93,,
373,CEYY00-0800,2,E,4,,2,1.43,,
374,CEZY00-0830,2,E,4,,2,1.09,,
375,B-18,1,,-1,,0,0.0,,
376,CXQS00-0260,2,X,2,,2,20.95,,6
377,CXQX00-0270,2,X,2,,2,25.35,,4
378,CXHD00-0280,2,X,2,,2,21.95,,
379,CXHS00-0290,2,X,2,,2,25.9,,
380,CXHX00-0300,2,X,2,,2,19.77,,4
381,CXHD00-0310,2,X,2,,2,20.89,,
382,CXHS00-0320,2,X,2,,2,20.23,,
383,CXHX00-0330,2,X,2,,2,33.71,,4
384,CXWC00-0340,2,X,2,,2,6.6,,4
385,B-19,1,,-1,B-18,0,0.0,,
386,CXQS00-0360,2,X,2,,2,16.94,,6
387,CXQX00-0370,2,X,2,,2,33.06,,4
388,CXHD00-0380,2,X,2,,2,42.37,,
389,CXHS00-0390,2,X,2,,2,43.02,,
390,CXHX00-0400,2,X,2,,2,47.59,,4
391,CXHS00-0420,2,X,2,,2,49.7,,
392,CXHX00-0430,2,X,2,,2,52.47,,4
393,CXWC00-0440,2,X,2,,2,9.65,,4
394,CXQJ00-0450,2,X,2,,2,30.4,,
395,CXQJA2-1770,2,X,2,,2,10.75,,
396,CXQJA2-1790,2,X,2,,2,11.21,,
397,CXQJA2-1810,2,X,2,,2,12.65,,
398,B-20,1,,-1,,0,0.0,,
399,EGWBF1-0250,2,G,0,,2,6.29,,
400,EGWBF2-0260,2,G,0,,2,6.61,,
401,EGHSF3-0270,2,G,0,,2,3.75,,
402,EGHSF4-0280,2,G,0,,2,5.02,,
403,EGHSF5-0290,2,G,0,EGHSF3-0270,2,2.93,,
404,EGWCF7-0310,2,G,0,EGHSF4-0280,2,4.98,,4
405,RGND-N29526-1,2,G,0,EGWCF7-0310,2,6.77,,
406,EGWCF8-0320,2,G,0,RGND-N29526-1,2,4.97,,4
407,B-21,1,,-1,,0,0.0,,
408,FRQJ00-1750,2,R,1,FRQJD1-1770,2,1.14,,
409,FRQJ00-1760,2,R,1,FRQJD1-1770,2,0.81,,
410,FRQJD1-1770,2,R,1,,2,1.78,,
411,ARWBD1-1780,2,R,1,FRQJD1-1770,2,0.43,,
412,ARWBD1-1800,2,R,1,FRQJD1-1770,2,0.63,,
413,ARWBD1-1810,2,R,1,ARWBD1-1800,2,0.99,,
414,ARWBD1-1820,2,R,1,,2,1.5,,
415,ARWBD1-1830,2,R,1,,2,1.98,,
416,B-22,1,,-1,B-21,0,0.0,,
417,BRZYA1-0170,2,R,1,,2,1.44,,
418,BRZYA1-0180,2,R,1,,2,0.95,,
419,BRYYA1-0190,2,R,1,,2,1.06,,
420,BRYYA1-0200,2,R,1,,2,1.34,,
421,BRZYB1-0210,2,R,1,,2,2.23,,
422,BRZYB1-0220,2,R,1,,2,2.2,,
423,BRYYB1-0230,2,R,1,,2,1.98,,
424,BRYYB1-0240,2,R,1,,2,1.44,,
425,BRZYC1-0250,2,R,1,,2,1.09,,
426,BRZYD1-0270,2,R,1,,2,0.85,,
427,BRYYD1-0280,2,R,1,,2,1.14,,
428,BRZYB1-0290,2,R,1,,2,3.25,,
429,BRYYB1-0310,2,R,1,,2,1.63,,
430,BRYYB1-0320,2,R,1,,2,1.58,,
431,BRZYF1-0410,2,R,1,,2,1.79,,
432,BRZYF1-0420,2,R,1,,2,37.33,,
433,BRYYF1-0430,2,R,1,,2,2.13,,
434,BRYYF1-0440,2,R,1,,2,51.59,,
435,BRZYF1-0450,2,R,1,,2,2.43,,
436,BRYYF1-0470,2,R,1,,2,2.74,,
437,BRHSF1-0700,2,R,1,,2,2.3,,
438,BRQJA1-0710,2,R,1,,2,1.28,,
439,BRQJA1-0730,2,R,1,,2,0.67,,
440,BRQJA1-0740,2,R,1,,2,1.68,,
441,BRQJF1-0750,2,R,1,,2,1.61,,
442,BRQJF1-0760,2,R,1,,2,1.97,,
443,BRQJF1-0780,2,R,1,,2,4.45,,
444,BRZYF1-0790,2,R,1,,2,1.25,,
445,BRZYF1-0810,2,R,1,,2,1.05,,
446,BRZYF1-0820,2,R,1,,2,0.76,,
447,BRZYF1-0830,2,R,1,,2,0.83,,
448,BRZYF1-0840,2,R,1,,2,1.16,,
449,BRYYF1-0850,2,R,1,,2,0.5,,
450,BRYYF1-0860,2,R,1,,2,1.12,,
451,BRYYF1-0870,2,R,1,,2,1.3,,
452,BRYYF1-0885,2,R,1,,2,0.4,,
453,BRYYF1-0890,2,R,1,,2,1.6,,
454,BRZYF1-0910,2,R,1,,2,1.81,,
455,BRZYF1-0920,2,R,1,,2,1.32,,
456,BRYYF1-0930,2,R,1,,2,2.18,,
457,BRYYF1-0940,2,R,1,,2,1.39,,
458,BRQJF1-0955,2,R,1,,2,0.92,,
459,BRQJF1-0960,2,R,1,,2,0.95,,
460,BRQJB1-0970,2,R,1,,2,0.66,,
461,BRQJB1-0980,2,R,1,,2,0.7,,
462,BRQJD1-1010,2,R,1,,2,1.12,,
463,BRQJ00-1020,2,R,1,,2,4.16,,
464,BRQJ00-1030,2,R,1,,2,3.11,,
465,BRWB00-1050,2,R,1,,2,1.16,,
466,BRQJC1-1060,2,R,1,,2,1.46,,
467,ABWB00-1890,2,B,2,,2,2.39,,
468,BRHXC1-1130,2,R,1,ABWB00-1890,2,1.55,,4
469,B-23,1,,-1,B-22,0,0.0,,
470,FRQJE1-0640,2,R,1,,2,2.29,,
471,FRQJE1-0650,2,R,1,,2,2.09,,
472,FRQJE1-0670,2,R,1,,2,2.83,,
473,FRQJE1-0680,2,R,1,,2,3.51,,
474,FRQJE1-0690,2,R,1,,2,2.78,,
475,B-24,1,,-1,B-23,0,0.0,,
476,FRQJE1-0330,2,R,1,,2,2.59,,
477,FRQJE1-0340,2,R,1,,2,1.94,,
478,FRQJE1-0350,2,R,1,,2,2.28,,
479,FRQJE1-0370,2,R,1,,2,2.62,,
480,FRQJE1-0380,2,R,1,,2,9.53,,
481,FRQJE1-0400,2,R,1,,2,1.33,,
482,B-25,1,,-1,B-24,0,0.0,,
483,BRHSA1-0490,2,R,1,,2,2.63,,
484,BRHSA1-0510,2,R,1,,2,0.88,,
485,BRHSA1-0520,2,R,1,,2,1.43,,
486,BRWCA1-0540,2,R,1,,2,1.98,,4
487,BRWCA1-0550,2,R,1,,2,1.88,,4
488,BRWCG1-0580,2,R,1,,2,1.49,,4
489,BRHSG1-0590,2,R,1,,2,0.96,,
490,BRHSG1-0600,2,R,1,,2,2.43,,
491,BRHSC1-0620,2,R,1,,2,2.34,,
492,BRHSC1-1080,2,R,1,,2,44.97,,
493,BRHSC1-1090,2,R,1,,2,41.14,,
494,BRHSC1-1120,2,R,1,,2,1.71,,
495,B-26,1,,-1,,0,0.0,,
496,CLWBA2-0050,2,L,0,,2,3.92,,
497,CLQX00-0380,2,L,0,,2,5.4,,4
498,CLHX00-0390,2,L,0,,2,6.35,,4
499,CLHX00-0620,2,L,0,CLHX00-0390,2,0.68,,4
500,CLHS00-0630,2,L,0,,2,6.64,,
501,CLQS00-0250,2,L,0,,2,3.8,,6
502,CLQX00-0260,2,L,0,,2,4.72,,4
503,CLHX00-0270,2,L,0,,2,2.83,,4
504,CLHX00-0280,2,L,0,,2,2.95,,4
